iso3_country,sector,subsector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
AIA,waste,wastewater-treatment-and-discharge,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_20yr,5956.391724,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:21.655145
AIA,waste,wastewater-treatment-and-discharge,2016-01-01 00:00:00,2016-12-31 00:00:00,n2o,0.560037,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:21.655145
AIA,waste,wastewater-treatment-and-discharge,2017-01-01 00:00:00,2017-12-31 00:00:00,ch4,69.828437,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.079618
AIA,waste,wastewater-treatment-and-discharge,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,0.0,tonnes,,2023-10-06 14:56:33.428328,
AIA,waste,wastewater-treatment-and-discharge,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,2107.3078259999997,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.079618
AIA,waste,wastewater-treatment-and-discharge,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_20yr,6017.126291999999,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.079618
AIA,waste,wastewater-treatment-and-discharge,2017-01-01 00:00:00,2017-12-31 00:00:00,n2o,0.5740059999999999,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.079618
AIA,waste,wastewater-treatment-and-discharge,2018-01-01 00:00:00,2018-12-31 00:00:00,ch4,70.465413,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AIA,waste,wastewater-treatment-and-discharge,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,0.0,tonnes,,2023-10-06 14:56:33.428328,
AIA,waste,wastewater-treatment-and-discharge,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,2126.530694,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AIA,waste,wastewater-treatment-and-discharge,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_20yr,6072.01458,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AIA,waste,wastewater-treatment-and-discharge,2018-01-01 00:00:00,2018-12-31 00:00:00,n2o,0.579242,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AIA,waste,wastewater-treatment-and-discharge,2019-01-01 00:00:00,2019-12-31 00:00:00,ch4,71.069603,tonnes,annual,2023-10-06 14:56:33.428328,2023-11-03 15:13:01.79855
AIA,waste,wastewater-treatment-and-discharge,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,0.0,tonnes,,2023-10-06 14:56:33.428328,
